location,rating,ground_truth,model_prediction,text,final_text
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Got the fairy every 20 minutes for HarbourFront MRT and Tanah Merah,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,tempat sangat strategis. parkiran juga luas serta juga sangat bagus untuk keberangkatan dan kedatangan turis maupun pergi keluar negeri. Batam Bangat pokoknya.josssss,strategis parkir luas bagus berangkat datang turis maupun negeri bangat pokok josssss
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"28.07.2024

In simple word- HOT.SCAMMER PRICE/TAXI. unhygiene
This place was extremely hot. I had lunch here, and unfortunately, the heat made me lose my temper. The entrance, which is close to the bathroom, was very smelly and uncomfortable while I was waiting to get in.
😖😖😖😖 Why are the prices inside this place so expensive?

Outside, all the taxi drivers kept pressuring us to take their cabs, and charging 100k for a 3km ride feels like a scam. Kudos to this driver scammer—I've saved their contact number.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Penuh yah,penuh yah
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Nice port, coupler of Harborfront.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Masih sepi,sepi
Batam Centre Ferry Terminal,2 bintang,NEGATIF,NETRAL,Ok.But Indonesia net is very poor,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"pelayanan buruk, security berlomba lomba mencari uang samping. instansi pemerintahan nya juga tdk on time, perlu pembenahan dari pemimpin",layan buruk security lomba lomba cari samping instansi perintah benah pimpin
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"Ruang tunggu penumpangnya bagus dan bersih..
Tapi perlu ditingkatkan lagi kapasitas area parkir dengan makin bertambahnya volume kendaraan yang keluar masuk pelabuhan..",tumpang bagus bersih tingkat kapasitas parkir makin tambah volume kendara
Batam Centre Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Review untuk ketibaan:
1. Signage pembeda passpor tolong ditaruh dengan jelas, mana posisi pemegang passpor untuk indonesia dan warga asing. Jgn pas ujung tralis besi baru di ada di pasang lantai. Sudah kejauhan, mana ada yg liat, jir.
2. Petugasnya jgn lelet pas penumpang sudah tiba, diarahin yang bener, bukan di BENTAK.
3. Selepas imigrasi/kastem selesai, tolong beri signage agar penumpang tau bisa pakai jembatan penyebrangan kalau mau ke megamall batam.
4. Toilet, di lantai 2, aduhai, jorok banget, sampai gua tahan, mending di megamall. Pelabuhan internasional loh kamu, bukan cekai cekai.

Tips:
Di depan banyak tukang taksi, hati-hati, kalau mau aman, jangan keluar, naik ke lantai 2 ada akses jembatan penyebrangan ke megamall, pesan taksi online bisa di lobi A dekat atm.",review tiba signage beda passpor taruh jelas posisi pegang passpor warga asing jgn pas ujung tralis besi baru pasang jauh liat jir tugas jgn lelet pas tiba diarahin bener bentak lepas imigrasi kastem selesai signage tau pakai jembatan penyebrangan megamall toilet aduhai jorok gua tahan mending megamall loh kamu cekai cekai tips tukang hati hati aman akses jembatan penyebrangan megamall pesan online lobi a dekat atm
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Terminal Ferry Internasional Batam Center merupakan salah satu pintu gerbang Internasional yang cukup sibuk di Batam. Pelabuhan yang berada di lokasi strategis yakni kawasan Batam Center ini melayani kapal dengan tujuan Singapura dan Malaysia. Pintu masuk pelabuhan ini juga dapat diakses melalui Mega Mall Batam Center, sehingga tak jarang kita dapati wisatawan mancanegara asal Singapura maupun Malaysia mengunjungi pusat perbelanjaan tersebut. Untuk pengelolaannya, BP Batam melakukan kerja sama operasi (KSO) dengan PT. Synergi Tharada.",rupa pintu sibuk ada strategis kawasan layan pintu akses lalu mega tak dapat wisatawan mancanegara asal maupun unjung pusat belanja sebut kelola bp laku sama operasi kso pt synergi tharada
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Top view,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Akses transportasi utama di Batam Center. Sangat memudahkan buat yang tinggal di perumahan sekitar sini kalau mau ke Singapore atau Malaysia."" 🚢 …",akses transportasi utama mudah tinggal rumah
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"inside the ferry it is ok, there is kfc (with wifi) and money exchange and ferry agencies
but when u get out there is a world of difference
the first thing you will experience is the pedestrian path is unfinished and grass-covered
if u happen to visit after rain
the muddy road will make u cry
to be fair customs staff are quite nice, patient and helpful and it will only take about 15 min to get everything done, faster if you are visa-free",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"International ferry terminal connecting Singapore and Malaysia, Not enough Car parking area",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Sudah saatnya buat lahan parkir baru kak.,saat lahan parkir baru kak
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Lokasi strategis, tempat parkir kendaraan luas, proses administrasi cepat",strategis parkir kendara luas proses administrasi cepat
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Kurang rapi...,kurang rapi
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Petugas parkir memaksa menggunakan cash padahal sudah di informasikan sebelum pembayaran parkir oleh saya bahwa saya akan menggunakan emoney dan kemudian kami didesak tetap menggunakan cash apapun terjadi dipaksa mencari cash saat itu juga, petugas pembayaran parkir tidak solutif 😊 …",tugas parkir paksa guna cash informasi bayar parkir guna emoney kemudian desak tetap guna cash apa jadi paksa cari cash tugas bayar parkir solutif
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Pelabuhan internasional tapi sistemnya masih kampungan tidak mengikuti perkembangan jaman masa mesan taxi online tidak di bolehkan di dalam,sistem kampung ikut kembang jaman masa mesan online boleh
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Oke...brangkat,oke brangkat
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Orang imigrasi nya yg dibagian ofis ( yg di pelepasan yg mau keluar negeri) tu suka kurang memanusiakan manusia, memberi kenangan yg tidak enak..

Seperti mbentak2 org saat lgi ramai pelancong yg disuru ke ofis dulu.. gayanya ala2 koramil tapi tak pda tempatnya..

Gamikir disitu pun ada ibu2, nenek2 dll.. Gamikir klo mreka bisa dpt duit tambahan pun dari org yg mreka ulti..

Yg imigragi yg duduk di ofis pun munafik dan kurang baik2 misal ngomong sm org tua di telepon...

Tolonglah yg mau dijadikan imigresen Indonesia tu harusnya yg mental nya bagus, jangan yg psikopat +emosional yaa..!

Sedangkan imigresen malaysia dan singapur pun ramah2, masak Indonesia plah yg sngt belagak? Nampak kali minim kecerdasan emosional nya🙄",imigrasi bagi ofis lepas negeri tu suka kurang manusia manusia beri kenang enak mbentak org lgi ramai lancong disuru ofis dulu gaya ala koramil tak pda gamikir situ ibu nenek gamikir mreka dpt duit tambah org mreka ulti imigragi duduk ofis munafik kurang baik misal ngomong sm org tua telepon tolong jadi imigresen tu harus mental bagus psikopat emosional yaa imigresen singapur ramah masak plah sngt bagak nampak minim cerdas emosional
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Senangnya bisa mengajak keluarga menyeberang dari Singapura ke Batam. Ferry nya nyaman, airnya di selat juga lagi tenang. Alhamdulillah.",senang ajak keluarga seberang nyaman air selat tenang alhamdulillah
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Terbaikkk,terbaikkk
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Kalo mau ke singapore dan malaysia dari batam enak lwt sini gaiss,enak lwt gaiss
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,jaringan lelet👍 …,jaring lelet
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"One of the main ports from Batam Island to Harbour Front, Singapore, and Johor. The earliest journey starts at 6 AM, with departures almost every hour. Tickets can be purchased on-site, making it very convenient for a quick round trip to Singapore within a day.",utama johor jalan mulai pukul pagi berangkat hampir beli nyaman jalan pulang singkat hari
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Saya pernah nyebrang ke Singapur lewat sini,nyebrang singapur lewat
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Kalo hari biasa ok, tp kalo hari libur bikin sutris aja",biasa libur sutris
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelayanannya bagus, ramah, tertib, helpful",layan bagus ramah tertib helpful
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Pelayanan buruk mba petugas bagian scan membentak bentak padahal saya hanya bertanya satu kali,layan buruk mba tugas bagi scan bentak bentak tanya
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Aman dan ramah,aman ramah
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Luar biasa,asal menahan saudara saya di imigrasi pelabuhan aja,
Apa karena saya yang antar banyak tatto di badan,jadi dipikir yang bukan-bukan,lalu saudara saya yang ditahan,saya memang bertatto dan humoris tapi saya bukan bandarnarko maupun teroris.

Jangan pernah menilai orang lain dari cashing,supaya tidak keseringan membuat kesalahan menahan orang.

Ibu cantik dan manis yang saya ajak bercanda,sehat selalu,bapak sinis tolong senyum sikit biar wajahmu tak hitam.tak perlu ku ingat nama kalian,yang penting saya ingat rupa dan postur kalian.",biasa asal tahan saudara imigrasi antar tatto badan pikir saudara tahan memang bertatto humoris bandarnarko maupun teroris nilai cashing sering buat salah tahan ibu cantik manis ajak canda sehat bapak sinis senyum sikit wajah tak hitam tak ku ingat nama penting ingat rupa postur
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,ok,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Tak terurus,tak urus
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Taksi pangkalan sukahati aj buat peraturan,pangkal sukahati aj atur
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Good ferry terminal in Batam,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Corruption Alert at Batam Centre Ferry Terminal Customs (13 March 2026)

Arrived at Batam Centre via evening ferry from HarbourFront and experienced blatant extortion by customs officers.

While queuing for passport clearance, we moved to a shorter autogate line. An officer stopped us and escorted us to a hidden “interrogation room” out of public view. Inside, several foreigners were already waiting.

One by one, we were called in. A Filipino traveller before us was forced to pay a “penalty” over her passport condition.

When it was our turn, my partner came out saying: “They want money.”

Inside the interrogation room, I was accused by two officers of a “disrespectful offence” for allegedly crossing a barrier. The officers shouted, confiscated my phone, intimidated, and demanded SGD 100 penalty per person.

I was threatened with two options: pay immediately or be detained overnight and forced to return to Singapore the next day.

After 1.5 hours of unjustified intimidation, threats and pressure, we paid the penalty despite not committing any wrongdoing.

This was not enforcement. This was coercion and extortion targeting travellers.

I will seriously reconsider ever returning to Batam.

To all Travellers, do note that being cautious may not be helpful as you could be forced to pay penalty for any possible reason. Perhaps pray for better luck or avoiding Batam at all costs will be a better choice. Stay safe and good luck guys.",ingat korupsi pusat pawai bea cukai tiba pusat lalu malam tepi alami peras terang tugas bea cukai antri urus pindah jalur autogate pendek orang tugas henti antar interogasi sembunyi pandang umum asing tunggu per panggil orang lancong filipina paksa bayar denda kondisi paspor tiba gilir pasang kata ingin interogasi tuduh tugas laku langgar sopan duga lintas halang tugas teriak sita telepon intimidasi tuntut hukum sgd per ancam pilih segera tahan malam paksa esok hari jam intimidasi benar ancam tekan bayar denda laku salah tega hukum paksa peras target wisatawan serius timbang wisatawan perhati jadi hati bantu paksa bayar denda alas doa untung baik hindar cara jadi pilih baik tetap aman moga hasil kawan
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"When paying in cash at the Visa on Arrival counter, some staff may give less change than required, so please be sure to check your change on the spot.
In my case, I was shortchanged by IDR 8,000. Even when I pointed it out, I was told in a forceful manner, “That’s your change.”",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelanyanan yang baik, bersih, ramah dan bersahabat.
Ada mushalla di dalamnya.
Sangat membatu bagi backpacker ataupun pelancong2 lokal maupun internasional.",pelanyanan baik bersih ramah sahabat mushalla dalam batu backpacker atau lancong lokal maupun
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Lokasi yang gampang di jangkau berada di tengah kota.....,gampang jangkau ada tengah
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Bad facilities. The baggage claim positions are not ideal, and cramped, and only use a fan. Such horrible facilities. Government, please use your budget wisely and properly, upgrade and make the facilities and buildings better, and stop corruption and bribery.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,TERUNTUK IBU2 IMIGRASI YANG TERHORMAT DAN PUNYA JABATAN.  SAYA TAU ANDA SEDANG ISTIRAHAT ATAU DALAM KONDISI TIDAK BERTUGAS. TAPI MOHON DENGAN HORMAT KALAU BERBICARA DENGAN ORANG GUNAKAN NADA YANG BAIK DAN CARA YANG SOPAN. mungkin ada bbrp org yang tidak mau complain tapi ini sudah lebih dari 5 kali kalian memperlakukan pendatang seperti ini.,untuk ibu imigrasi hormat punya jabat tau istirahat kondisi tugas mohon hormat bicara guna nada baik cara sopan bbrp org complain laku datang
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Rasa sedap
Pelayanan sangat baik, ramah,
Terimakasih Suli dan Febri atas pelayanan yg sangat baik",rasa sedap layan baik ramah terimakasih suli febri layan baik
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Petugas imigrasi nya minta duit utk pengecopan passport, tidak tanggung² 200ribu rupiah mereka minta.
Sangat buruk, tolong hilangkan yang namanya suap
Sangat kecewa padahal mau liburan ke Malaysia hanya 2 hari saja. Batam center ke stulang laut.
Sangat tidak terpuji pelayanan imigrasi yg di office dalam terminal itu (Mr. X)
Prilaku menjijikkan adalah suap.",tugas imigrasi duit utk cop tanggung ribu rupiah buruk hilang nama suap kecewa libur stulang puji layan imigrasi office mr x prilaku jijik suap
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Mau ke malaysia..? Pelabuhan batam center laaa,laaa
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Keren,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,"too bad for the parking lots, not too large and for the motorcycles are to narrow and hard to park there.. please expand the area",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,terminal ferry tersibuk dibatam,sibuk dibatam
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Hey, government officials. If you want people to stop considering your nation as a 3rd world backwater, maybe stop accepting bribes and start taking care of your facilities. Not even 10 steps after entering Indonesia, I was barraged by people offering overpriced taxi rides, one even continued to harass me when I crossed the road to meet my rideshare!

Why did I crossed the road, you may ask? Because believe it or not, taxi drivers ganged up and prohibits all rideshares from picking up passengers within the port facility. Yeah, it’s 2024 and this is how Indonesians still act. I wouldn’t be surprised if the officials are getting some nice kickbacks from these taxi drivers and continue to turn a blind eye on this.

You all have to remember that this is a port of entry, where a lot of people are getting their initial impression of Indonesia for the first time. And as a nation who loves to put up a facade, they still horribly mismanage this. I couldn’t even imagine how horrible the living conditions of Indonesians who live far from tourist spots. It’s an embarrassment for your nation.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Berangkat menuju Harbour Front Singapura dengan kapal speedboat tepat waktu,berangkat tuju front speedboat tepat
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Terima kasih untuk jajaran scurity telah menemukan hp saya yg kececer.👍👍👍 …,terima jajar scurity temu hp cecer
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Not too busy.,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"1. All foods  here is expensive, not recommended for others to eat
2. All sellers here take advantage to all foreigners",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Pelabuhan yg selalu padat pengunjung,padat unjung
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Busy as usual,busy usual
Batam Centre Ferry Terminal,2 bintang,NEGATIF,NETRAL,"Apakah paspor Aceh susah masuk ke Malaysia saat ini!
Kenapa ya?",aceh susah
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Pelabuhan Ferry Batam Center merupakan pelabuhan penyeberangan dengan kapal Ferry ke segala tujuan termasuk ke negara tetangga Singapore. Perjalanan dari Batam - Singapore di tempuh dengan waktu sekitar 45 menit sampai 1 jam tergantung kondisi angin dan ombak lautan selama perjalanan. Terminal Ferry nya sangat modern dan tersedia juga cafe dab restaurant untuk menikamti menu-menu sepecial sambil menunggu jam keberangkatan kapal Ferry nya. Harap perhatikan jam-jam keberangkatan dari tiket yang anda sudah beli, karena seperti akan naik pesawat, kapal Ferry jurusan Singapore tidak akan menunggu lama untuk memanggil penumpang masuk kedalam kapal. Kapalnya sangat bersih dan bagus sehingga perjalanan 45 menit Batam - Singapore tidak terasa lama.Selamat berlibur dan enjoy your time. Di sarikan oleh Kayin Fauzi owner Pondok Mantau produsen Mantau Sapi dan Capit Kepiting Lada Hitam, oleh-oleh special khas Balikpapan, Indonesia.

Ferry Port Batam Center is a port of ferry to sail all destinations including to Singapore. Travel from Batam to Singapore takes about 45 minutes to 1 hour depending on wind conditions and ocean waves during the trip. The Ferry Terminal is very modern and there is also cafe and restaurant to enjoy special menu while waiting for departure hour of the Ferry boat. Please note the departure hours printed on your ticket you have purchased, because the boarding time is very limited, the Ferry of Singapore will not wait too long to call passengers into the ship. The boat is very clean and nice so travel 45 minutes Batam to Singapore does not feel boring. Enjoy your holiday time. Reported by Kayin Fauzi owner Pondok Mantau producer of Mantau Beef and Black Pepper Crab, special gift from Balikpapan, Indonesia",rupa segala masuk negara tetangga jalan tempuh gantung kondisi angin ombak laut lama jalan modern sedia cafe dab restaurant menikamti menu menu sepecial tunggu berangkat harap perhati berangkat pesawat jurus tunggu lama panggil dalam kapal bersih bagus jalan asa lama selamat libur enjoy sarikan kayin fauzi owner pondok mantau produsen mantau sapi capit kepiting lada hitam special khas balikpapan a sail destinations including takes minutes hour depending wind conditions ocean waves modern also cafe restaurant enjoy special menu waiting departure hour boat please note departure hours printed purchased boarding limited wait long call passengers ship boat clean minutes feel boring enjoy holiday reported kayin fauzi owner pondok mantau producer mantau beef black pepper crab special gift balikpapan
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Ferry international batam centre point,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus kmren slah ketik,bagus kmren slah ketik
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Mutar 5 x ngak ada tmp parkir masih berani blg internasional, tdk mencari solusi untuk padatnya mbl yg masuk padahal byr perjam lg.😤😤😤 …",mutar x ngak tmp parkir berani blg cari solusi padat mbl byr jam lg
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Gembira,senang
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"CORRUPTION!
This incident really scarred my experience going to Batam.

My partner and I were 'detained' in a room along with many others of different nationalities (SG, MY, PH, BD, CN etc.), each with different minor/non-issues, and none of us were told any reasons for being detained for at least an hour. They took our passport and put it in an empty room. After waiting for more than an hour, the officers finally called us into the room, 1 at a time. They started shouting, ""DO YOU KNOW WHAT YOU DID WRONG?!, THAT IS VERY DISRESPECTFUL!"" of course, none of us knew initially what was wrong, until they gave a reason (which can literally be anything). After shouting and trying their best to instill fear, while smoking and vaping at the same time, they presented us with 2 options:
1. Go back to Singapore on the next ferry (which was the next day since there were no more ferries that night)
2. Pay the fine of sgd100 each.

The officers were never going to let us go without payment, and I started to see many others paying up as they were detained for hours. We eventually gave in and paid the 'fine', after 2 hours. This was when we saw a stack of cash under the keyboard in their interrogation room.

Extremely terrifying experience and blatant act of corruption. All the officers are in cahoots, and it seems like a common thing for all of them.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"pelabuhan internasional tujuan singapura dan malaysia, ada ATM dan money change.",atm money change
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Just nice,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Buat petugas imigrasinya, Kayaknya ga perlu judes ya, sensi banget sama pribumi emang kenapa sih, pak… terlalu memandang remeh, menggerutu di depan pelanggan, coba di evaluasi ya karyawannya, dibayar pake duit pajak kan…",tugas imigrasi kayak judes sensi sama pribumi emang pak terlalu pandang remeh gerutu langgan coba evaluasi karyawannya bayar pake duit pajak
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"I rated so low, not because of the architecture, but because of the immigration officers at there. they are like robbers. they see your passport and without a reason and ask you to wait in a place, especially to those people who come from lower income country and cannot communicate in English well. they ask for up to 300 Singapore dollars upon various reasons. even though Southeast Asia passport holders do not need visa for entering Indonesia, the immigration officers at the Batam make excuses about not having visitors visa or maybe regarding return flights from other countries such as Singapore. No one will overstay at that small island but they are so dangerous and asked for money. They frighten you in various ways including using phone in waiting area. A lot of people from Malaysia Singapore and from Myanmar have experiences like that and be extra careful about these immigration officers who ask for money at the Batam ferry terminal immigration. For me, I counter questioned them with good commend in English. There is no way I will pay for ridiculous reason while I am a globetrotter with various experiences.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Apaan sih petugas yg berdiri dekat x-ray koper itu? Gak bisa kah ngomong baik2 aja? Harus pake ngegas2 gitu… kasar parah… kita tanya baik2, pelan2, dijawab pake nada tinggi gitu… baru jadi petugas di kota kecil aja dah songongnya minta ampun, katanya kota wisata, klo kayak gini gimana turis mau datang lagi? Kapok yg ada… contoh tu Singapura, Jepang, Korea klo mau maju",apa tugas diri dekat x ray koper ngomong baik pake ngegas gitu kasar parah baik pelan jawab pake nada tinggi gitu baru tugas kecil dah songong ampun kata wisata kayak gin gimana turis kapok contoh tu jepang korea maju
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Sayang nya di saat rame parkiran menumpuk,sayang rame parkir tumpuk
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Jadwal kapal jam 6 baru bisa masuk gate 5.45 dengan Alasan briefing, dah mepet mepet sampe dapet last call dilempar sana sini sama petugas imigrasi padahal gaada issue, lah kita buru-buru karena dia yang telat dia pula yang marah, tanya tanya jawabnya malah songong & ga informatif, 🤦‍♀️ …",jadwal baru alas briefing dah mepet mepet sampe dapet last call lempar sama tugas imigrasi gaada issue lah buru buru telat marah jawab malah songong informatif
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Never ever ever ever take the ferry from here on a holiday weekend,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"I purchased a flexible ticket that was supposed to allow schedule changes. However, because I booked through the website instead of the app, I was told at the counter that I could not change my booking unless it had been made through the app. As a result, I was forced to pay an additional fee.

I checked the terms and conditions afterward and could not find any mention that flexible tickets are only changeable if booked through the app. Since this restriction was never disclosed, I don’t believe I did anything wrong.

The staff at the counter were also unable to provide a clear explanation, which made the experience even more frustrating.

If you’re considering booking with Sindo Ferry, I recommend being very careful and confirming the change policy in advance.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Gila petugas imigrasinya JAHAT banget. Menterinya tau gak sih ini. Transformasi budaya lah woyyyyy udah ga jaman imigrasi kasar begitu ya Allahhhh.,gila tugas imigrasi jahat menteri tau transformasi budaya lah woyyyyy udah jaman imigrasi kasar allahhhh
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Good place but food can be a bit pricey. Do Not Get grab from here, you will have a traumatizing experience (not by Grab but by Taxis). Use the overhead bridge connecting Batam center to Mega Mall (the bridge only opens at 10 am). then go down one level at mega mall, and get grab with pick up point at Pintu Barat (west door)",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Bagus... gerbang pertama Indonesia di Batam,bagus pertama
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Bagus, makan, belanja, pokoknya jempol 👍👍👍👍👍🤩🤩🤩🤩 …",bagus makan belanja pokok jempol
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Screwed up ferry terminal . Ohh pls. Tear down and rebuild a new one with international standards. Travellers beware there is no lift and going up with heavy luggage and coming down using stairs. Escalator coming down was faulty. Baggage check in counter was a real challenge. Pls queue early as the queue can get messy and too long. Overall, needs a lot of improvement to this ferry terminal. Next time will use harbour bay instead.",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Karena pandemi pelabuhan tidak ada AC dan elevator. Harus panas panasan dan naik tangga.,pandemi ac elevator panas panas tangga
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Penyeberangan ke negara tetangga Malaysia dan singapura,negara tetangga
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,Immigration office worse ! They don't know how to see which people who come to Singapore for part time jobs  and who not ! People already tell the truth. Make difficult to people's who know the laws ! Open your eyes to know which people lies ! Soooo dissapointed!!,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,4 bintang,POSITIF,NETRAL,Pengunjung sangat ramai namun areal parkir tidak memadai,unjung ramai areal parkir pada
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,"Fantastis & Bombastis ✨🍃✨ Bersih, cantik, dan rapi – kerja bagus ⛴️🛶⛴️ …",fantastis bombastis bersih cantik rapi bagus
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,salah satu pelabuhan penyebrangan ferry internasionalnya Indonesia yang bagus.,penyebrangan internasional bagus
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,WARNING: Do bring down your own luggage from the ship unless you have 1 hour to spare to wait for it. Ground crew is not reliable :(,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Panas banget didalam , toilet kotor, wc nya goyang, tidak ada tissue",panas dalam toilet kotor wc goyang tissue
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelabuhan yg strategis dan bagus hanya kurang fasilitas tempat duduk aja ^^,strategis bagus kurang fasilitas duduk
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Nice place to visit,error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,1 bintang,NEGATIF,NETRAL,"Poor management, ferry arrived at 12pm and have to wait for half an hour to dock.
Then the ridiculous things happen: the management team ask us to wait! But we saw other ferries get off even if they arrive later, we have to wait for another 1 hour to get off!!!!!! The worst management and the ferry was supposed to arrive before 12pm! Avoid this ferry terminal if possible",error 500 server error 1500 that s error there error please try later that s know
Batam Centre Ferry Terminal,5 bintang,POSITIF,NETRAL,Pelayanannya sangat bagus,layan bagus
